movie_id,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western,movie_title
34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Doom Generation (dot) The (1995)
35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy 2: The Adventure Home (1995)
36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Mad Love (1995)
37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nadja (1994)
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Net (dot) The (1995)
39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Strange Days (1995)
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,To Wong Foo (dot) Thanks for Everything! Julie Newmar (1995)
41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy Madison (1995)
42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clerks (1994)
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Disclosure (1994)
44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Dolores Claiborne (1994)
45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Eat Drink Man Woman (1994)
46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Exotica (1994)
47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Ed Wood (1994)
48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hoop Dreams (1994)
49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,I.Q. (1994)
50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Star Wars (1977)
51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Legends of the Fall (1994)
52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Madness of King George (dot) The (1994)
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Natural Born Killers (1994)
54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Outbreak (1995)
55,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Professional (dot) The (1994)
56,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Pulp Fiction (1994)
57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Priest (1994)
58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quiz Show (1994)
59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: Red (1994)
60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: Blue (1993)
61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: White (1994)
62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stargate (1994)
63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Clause (dot) The (1994)
64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Shawshank Redemption (dot) The (1994)
65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,What's Eating Gilbert Grape (1993)
66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,While You Were Sleeping (1995)
67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Ventura: Pet Detective (1994)
68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Crow (dot) The (1994)
69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Forrest Gump (1994)
70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Four Weddings and a Funeral (1994)
71,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lion King (dot) The (1994)
72,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Mask (dot) The (1994)
73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Maverick (1994)
74,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Faster Pussycat! Kill! Kill! (1965)
75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brother Minister: The Assassination of Malcolm X (1994)
76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Carlito's Way (1993)
77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Firm (dot) The (1993)
78,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy (1993)
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fugitive (dot) The (1993)
80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Hot Shots! Part Deux (1993)
81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Hudsucker Proxy (dot) The (1994)
82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jurassic Park (1993)
83,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Much Ado About Nothing (1993)
84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Robert A. Heinlein's The Puppet Masters (1994)
85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ref (dot) The (1994)
86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Remains of the Day (dot) The (1993)
87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Searching for Bobby Fischer (1993)
88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sleepless in Seattle (1993)
89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Blade Runner (1982)
90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,So I Married an Axe Murderer (1993)
91,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Nightmare Before Christmas (dot) The (1993)
92,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True Romance (1993)
93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Welcome to the Dollhouse (1995)
94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Home Alone (1990)
95,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Aladdin (1992)
96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Terminator 2: Judgment Day (1991)
97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dances with Wolves (1990)
98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Silence of the Lambs (dot) The (1991)
99,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Snow White and the Seven Dwarfs (1937)
100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Fargo (1996)
101,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Heavy Metal (1981)
102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aristocats (dot) The (1970)
103,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Dogs Go to Heaven 2 (1996)
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Theodore Rex (1995)
105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sgt. Bilko (1996)
106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Diabolique (1996)
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moll Flanders (1996)
108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kids in the Hall: Brain Candy (1996)
109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Mystery Science Theater 3000: The Movie (1996)
110,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Operation Dumbo Drop (1995)
111,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Truth About Cats & Dogs (dot) The (1996)
112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flipper (1996)
113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Horseman on the Roof (dot) The (Hussard sur le toit (dot) Le) (1995)
114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wallace & Gromit: The Best of Aardman Animation (1996)
115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Haunted World of Edward D. Wood Jr. (dot) The (1995)
116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold Comfort Farm (1995)
117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rock (dot) The (1996)
118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Twister (1996)
119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Maya Lin: A Strong Clear Vision (1994)
120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Striptease (1996)
121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Independence Day (ID4) (1996)
122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cable Guy (dot) The (1996)
123,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Frighteners (dot) The (1996)
124,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Lone Star (1996)
125,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Phenomenon (1996)
126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spitfire Grill (dot) The (1996)
127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Godfather (dot) The (1972)
128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Supercop (1992)
129,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Bound (1996)
130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City (1996)
131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Breakfast at Tiffany's (1961)
132,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Wizard of Oz (dot) The (1939)
133,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Gone with the Wind (1939)
134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Citizen Kane (1941)
135,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2001: A Space Odyssey (1968)
136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mr. Smith Goes to Washington (1939)
137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Big Night (1996)
138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D3: The Mighty Ducks (1996)
139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Love Bug (dot) The (1969)
140,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homeward Bound: The Incredible Journey (1993)
141,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20 (dot)000 Leagues Under the Sea (1954)
142,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bedknobs and Broomsticks (1971)
143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sound of Music (dot) The (1965)
144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Die Hard (1988)
145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Lawnmower Man (dot) The (1992)
146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unhook the Stars (1996)
147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Long Kiss Goodnight (dot) The (1996)
148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghost and the Darkness (dot) The (1996)
149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jude (1996)
150,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Swingers (1996)
151,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Willy Wonka and the Chocolate Factory (1971)
152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Sleeper (1973)
153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fish Called Wanda (dot) A (1988)
154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monty Python's Life of Brian (1979)
155,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Dirty Dancing (1987)
156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Reservoir Dogs (1992)
157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Platoon (1986)
158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Weekend at Bernie's (1989)
159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Basic Instinct (1992)
160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Glengarry Glen Ross (1992)
161,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Top Gun (1986)
162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,On Golden Pond (1981)
163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Return of the Pink Panther (dot) The (1974)
164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Abyss (dot) The (1989)
165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jean de Florette (1986)
166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Manon of the Spring (Manon des sources) (1986)
167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Private Benjamin (1980)
168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monty Python and the Holy Grail (1974)
169,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Wrong Trousers (dot) The (1993)
170,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cinema Paradiso (1988)
171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Delicatessen (1991)
172,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,Empire Strikes Back (dot) The (1980)
173,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Princess Bride (dot) The (1987)
174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders of the Lost Ark (1981)
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Brazil (1985)
176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Aliens (1986)
177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Good (dot) The Bad and The Ugly (dot) The (1966)
178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Angry Men (1957)
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Clockwork Orange (dot) A (1971)
180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Apocalypse Now (1979)
181,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Return of the Jedi (1983)
182,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,GoodFellas (1990)
183,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Alien (1979)
184,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Army of Darkness (1993)
185,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Psycho (1960)
186,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Blues Brothers (dot) The (1980)
187,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Godfather: Part II (dot) The (1974)
188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Full Metal Jacket (1987)
189,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Day Out (dot) A (1992)
190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Henry V (1989)
191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Amadeus (1984)
192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Raging Bull (1980)
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Right Stuff (dot) The (1983)
194,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sting (dot) The (1973)
195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Terminator (dot) The (1984)
196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dead Poets Society (1989)
197,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Graduate (dot) The (1967)
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nikita (La Femme Nikita) (1990)
199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bridge on the River Kwai (dot) The (1957)
200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shining (dot) The (1980)
201,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Evil Dead II (1987)
202,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Groundhog Day (1993)
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unforgiven (1992)
204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Back to the Future (1985)
205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Patton (1970)
206,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Akira (1988)
207,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cyrano de Bergerac (1990)
208,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Young Frankenstein (1974)
209,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,This Is Spinal Tap (1984)
210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana Jones and the Last Crusade (1989)
211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M*A*S*H (1970)
212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unbearable Lightness of Being (dot) The (1988)
213,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Room with a View (dot) A (1986)
214,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Pink Floyd - The Wall (1982)
215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Field of Dreams (1989)
216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,When Harry Met Sally... (1989)
217,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Bram Stoker's Dracula (1992)
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cape Fear (1991)
219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nightmare on Elm Street (dot) A (1984)
220,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Mirror Has Two Faces (dot) The (1996)
221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Breaking the Waves (1996)
222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: First Contact (1996)
223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Sling Blade (1996)
224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ridicule (1996)
225,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101 Dalmatians (1996)
226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Die Hard 2 (1990)
227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek VI: The Undiscovered Country (1991)
228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: The Wrath of Khan (1982)
229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek III: The Search for Spock (1984)
230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek IV: The Voyage Home (1986)
231,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Batman Returns (1992)
232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Young Guns (1988)
233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under Siege (1992)
234,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws (1975)
235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Mars Attacks! (1996)
236,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Citizen Ruth (1996)
237,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Jerry Maguire (1996)
238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Raising Arizona (1987)
239,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Sneakers (1992)
240,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beavis and Butt-head Do America (1996)
241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Last of the Mohicans (dot) The (1992)
242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolya (1996)
243,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jungle2Jungle (1997)
244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Smilla's Sense of Snow (1997)
245,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Devil's Own (dot) The (1997)
246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Chasing Amy (1997)
247,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turbo: A Power Rangers Movie (1997)
248,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Grosse Pointe Blank (1997)
249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Powers: International Man of Mystery (1997)
250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fifth Element (dot) The (1997)
251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Shall We Dance? (1996)
252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Lost World: Jurassic Park (dot) The (1997)
253,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Pillow Book (dot) The (1995)
254,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Batman & Robin (1997)
255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,My Best Friend's Wedding (1997)
256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,When the Cats Away (Chacun cherche son chat) (1996)
257,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Men in Black (1997)
258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Contact (1997)
259,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,George of the Jungle (1997)
260,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Event Horizon (1997)
261,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Bud (1997)
262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Company of Men (1997)
263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steel (1997)
